cliente_id,region,plan,canal_atencion,tipo_cliente,satisfaccion,meses_activo
91989,Valparaíso,Estándar,App,Residencial,3.3,70
91990,Coquimbo,Estándar,Sucursal,Residencial,6.7,26
91991,Biobío,Empresarial,App,Empresarial,9.8,37
91992,O_Higgins,Básico,Web,Residencial,6.6,18
91993,Metropolitana,Premium,Web,Empresarial,5.9,11
91994,Araucanía,Estándar,Web,Residencial,5.5,81
91995,Atacama,Empresarial,App,Empresarial,8.2,72
91996,O_Higgins,Premium,Telefónico,Residencial,7.8,77
91997,Biobío,Empresarial,App,Empresarial,8.4,35
91998,Los Lagos,Básico,App,Empresarial,7.6,59
91999,Metropolitana,Estándar,App,Residencial,8.1,18
92000,Coquimbo,Básico,Web,Residencial,7.1,48
92001,Metropolitana,Básico,Telefónico,Empresarial,10,20
92002,Coquimbo,Estándar,Web,Pyme,4.8,47
92003,Coquimbo,Estándar,Web,Empresarial,4.3,50
92004,Los Lagos,Empresarial,Web,Residencial,6.6,22
92005,Maule,Básico,App,Residencial,7.6,34
92006,Araucanía,Empresarial,App,Empresarial,5.5,51
92007,Coquimbo,Estándar,Web,Residencial,6.6,47
92008,Coquimbo,Estándar,Web,Residencial,9.8,55
92009,Atacama,Básico,App,Empresarial,6.7,33
92010,Coquimbo,Premium,Sucursal,Residencial,7.8,23
92011,Maule,Básico,App,Residencial,8.7,41
92012,Atacama,Básico,App,Pyme,8.2,42
92013,Maule,Básico,App,Empresarial,7.8,35
92014,Biobío,Empresarial,Web,Pyme,6.7,44
92015,Atacama,Básico,Web,Residencial,9.1,73
92016,Maule,Estándar,Web,Residencial,6.4,50
92017,Maule,Básico,Sucursal,Residencial,7.4,43
92018,O_Higgins,Empresarial,Telefónico,Residencial,6.5,75
92019,Antofagasta,Estándar,Sucursal,Residencial,7.5,14
92020,Valparaíso,Básico,Sucursal,Residencial,7.3,24
92021,Araucanía,Básico,App,Residencial,7.7,38
92022,Metropolitana,Básico,Sucursal,Empresarial,7.6,20
92023,Valparaíso,Premium,Telefónico,Residencial,8.7,19
92024,Biobío,Estándar,App,Residencial,9.1,70
92025,Atacama,Premium,Sucursal,Empresarial,7.3,23
92026,Metropolitana,Básico,App,Residencial,8.1,51
92027,Atacama,Estándar,Sucursal,Empresarial,6.8,31
92028,Maule,Básico,Sucursal,Empresarial,7.3,22
92029,O_Higgins,Básico,Web,Residencial,7.0,71
92030,Coquimbo,Estándar,Web,Residencial,7.2,72
92031,Biobío,Estándar,Sucursal,Residencial,6.3,71
92032,Coquimbo,Básico,App,Empresarial,7.0,6
92033,Los Lagos,Empresarial,Web,Empresarial,6.4,70
92034,Maule,Estándar,App,Residencial,8.8,54
92035,Araucanía,Básico,Sucursal,Residencial,8.0,64
92036,Metropolitana,Básico,Sucursal,Pyme,3.1,78
92037,Atacama,Estándar,App,Residencial,3.7,23
92038,Metropolitana,Básico,Sucursal,Empresarial,5.0,78
92039,Atacama,Básico,App,Residencial,6.1,69
92040,Araucanía,Estándar,App,Pyme,8.6,84
92041,Coquimbo,Básico,Web,Residencial,5.0,66
92042,Biobío,Estándar,Telefónico,Empresarial,6.0,9
92043,Antofagasta,Empresarial,Sucursal,Residencial,9.6,82
92044,Antofagasta,Premium,Web,Residencial,3.4,22
92045,O_Higgins,Estándar,App,Empresarial,9.5,57
92046,Coquimbo,Premium,App,Residencial,8.1,6
92047,Metropolitana,Estándar,Telefónico,Empresarial,7.4,55
92048,Valparaíso,Estándar,Telefónico,Residencial,6.8,78
92049,Biobío,Básico,Telefónico,Empresarial,6.7,8
92050,Biobío,Empresarial,Web,Empresarial,9.0,33
92051,Coquimbo,Estándar,Telefónico,Residencial,10,3
92052,O_Higgins,Básico,Sucursal,Residencial,6.5,51
92053,O_Higgins,Básico,Telefónico,Residencial,7.3,8
92054,Valparaíso,Básico,App,Pyme,8.0,5
92055,Maule,Estándar,Web,Empresarial,7.9,51
92056,Atacama,Básico,Telefónico,Pyme,7.2,3
92057,Maule,Estándar,Web,Pyme,8.6,46
92058,Antofagasta,Estándar,Telefónico,Residencial,4.7,44
92059,Valparaíso,Estándar,Sucursal,Empresarial,5.3,59
92060,O_Higgins,Estándar,Web,Residencial,8.6,59
92061,Coquimbo,Básico,Web,Residencial,8.2,64
92062,Antofagasta,Premium,Sucursal,Residencial,3.7,8
92063,Valparaíso,Básico,Web,Pyme,7.4,71
92064,Biobío,Estándar,Telefónico,Residencial,8.5,50
92065,Coquimbo,Básico,Web,Pyme,7.0,60
92066,Antofagasta,Premium,Sucursal,Pyme,7.8,61
92067,Valparaíso,Estándar,Web,Empresarial,6.6,48
92068,Biobío,Premium,Telefónico,Empresarial,10,45
92069,Maule,Premium,App,Empresarial,6.2,19
92070,Araucanía,Básico,Sucursal,Residencial,5.1,26
92071,Metropolitana,Estándar,Web,Residencial,8.8,82
92072,Biobío,Básico,App,Pyme,8.8,11
92073,Coquimbo,Básico,Telefónico,Pyme,8.0,81
92074,Valparaíso,Estándar,Telefónico,Residencial,7.7,31
92075,Valparaíso,Estándar,Web,Empresarial,6.6,76
92076,Valparaíso,Estándar,Sucursal,Pyme,7.0,59
92077,Metropolitana,Básico,Web,Residencial,7.5,6
92078,Biobío,Básico,Sucursal,Residencial,7.1,51
92079,Biobío,Premium,Sucursal,Pyme,7.5,47
92080,Atacama,Estándar,Sucursal,Pyme,8.7,41
92081,O_Higgins,Premium,App,Residencial,9.6,6
92082,Los Lagos,Premium,Sucursal,Empresarial,10,76
92083,O_Higgins,Estándar,App,Residencial,8.0,78
92084,O_Higgins,Básico,App,Residencial,6.8,76
92085,Maule,Empresarial,Telefónico,Residencial,10,64
92086,O_Higgins,Básico,Telefónico,Residencial,6.8,71
92087,Atacama,Estándar,Web,Residencial,7.0,32
92088,Maule,Estándar,Sucursal,Residencial,7.4,38
92089,Coquimbo,Estándar,App,Residencial,8.0,35
92090,Araucanía,Básico,Sucursal,Empresarial,8.4,17
92091,Araucanía,Básico,Sucursal,Residencial,6.6,59
92092,Biobío,Estándar,Web,Empresarial,2.0,75
92093,Los Lagos,Estándar,Web,Residencial,8.3,68
92094,Atacama,Premium,Telefónico,Pyme,8.3,15
92095,Los Lagos,Estándar,App,Residencial,5.1,66
92096,Los Lagos,Empresarial,App,Empresarial,8.2,19
92097,O_Higgins,Básico,Sucursal,Empresarial,5.6,18
92098,Biobío,Premium,Sucursal,Residencial,8.8,2
92099,Atacama,Estándar,App,Empresarial,7.6,58
92100,Antofagasta,Premium,Web,Residencial,6.8,5
92101,Los Lagos,Premium,Sucursal,Pyme,9.6,60
92102,Coquimbo,Básico,Sucursal,Residencial,7.7,76
92103,Los Lagos,Empresarial,Telefónico,Residencial,7.6,22
92104,Antofagasta,Básico,Telefónico,Empresarial,4.7,36
92105,Coquimbo,Básico,App,Empresarial,7.2,14
92106,Antofagasta,Estándar,Sucursal,Empresarial,8.6,13
92107,Metropolitana,Estándar,Sucursal,Residencial,3.9,51
92108,Maule,Estándar,Telefónico,Empresarial,5.8,74
92109,Atacama,Básico,App,Pyme,7.6,27
92110,Atacama,Básico,Sucursal,Residencial,6.5,72
92111,Metropolitana,Estándar,App,Empresarial,7.5,8
92112,Antofagasta,Premium,Sucursal,Residencial,7.9,53
92113,Maule,Básico,Web,Residencial,7.0,70
92114,Antofagasta,Estándar,Sucursal,Pyme,6.5,62
92115,Araucanía,Básico,App,Residencial,8.4,80
92116,Los Lagos,Básico,App,Residencial,8.1,24
92117,Metropolitana,Estándar,Telefónico,Residencial,7.7,34
92118,Valparaíso,Premium,App,Empresarial,2.1,5
92119,Antofagasta,Estándar,App,Empresarial,8.2,49
92120,Los Lagos,Estándar,App,Empresarial,7.8,80
92121,Metropolitana,Básico,Web,Residencial,8.1,80
92122,Valparaíso,Básico,Web,Empresarial,7.7,84
92123,Maule,Premium,Web,Residencial,3.5,22
92124,Metropolitana,Estándar,App,Empresarial,8.2,15
92125,Biobío,Básico,App,Residencial,7.8,24
92126,O_Higgins,Empresarial,Web,Empresarial,4.5,13
92127,Coquimbo,Básico,Sucursal,Empresarial,6.6,19
92128,Biobío,Estándar,App,Pyme,6.4,14
92129,O_Higgins,Premium,Sucursal,Residencial,5.1,8
92130,Valparaíso,Básico,Telefónico,Residencial,9.6,70
92131,Atacama,Estándar,Telefónico,Empresarial,6.6,75
92132,Araucanía,Premium,Web,Residencial,10,50
92133,Maule,Premium,Telefónico,Pyme,5.8,6
92134,Maule,Empresarial,App,Empresarial,9.5,43
92135,Antofagasta,Estándar,Telefónico,Residencial,7.6,5
92136,Biobío,Premium,Web,Empresarial,3.4,79
92137,Metropolitana,Básico,Sucursal,Residencial,9.6,3
92138,Atacama,Estándar,App,Empresarial,7.2,26
92139,Metropolitana,Premium,Sucursal,Residencial,7.1,25
92140,Los Lagos,Básico,Sucursal,Pyme,8.7,14
92141,Metropolitana,Estándar,Telefónico,Residencial,6.8,10
92142,Metropolitana,Estándar,App,Residencial,6.4,2
92143,O_Higgins,Básico,App,Residencial,5.5,74
92144,Araucanía,Premium,Sucursal,Empresarial,7.3,64
92145,Metropolitana,Estándar,App,Residencial,4.6,79
92146,Los Lagos,Básico,Telefónico,Residencial,5.9,69
92147,Biobío,Básico,Web,Empresarial,8.3,46
92148,Valparaíso,Básico,Telefónico,Residencial,7.8,11
92149,Biobío,Premium,Sucursal,Residencial,8.6,29
92150,O_Higgins,Estándar,App,Empresarial,6.2,75
92151,Biobío,Básico,App,Residencial,8.6,43
92152,Valparaíso,Estándar,Telefónico,Residencial,3.0,65
92153,Coquimbo,Premium,Web,Residencial,6.3,17
92154,Biobío,Básico,App,Residencial,7.9,67
92155,Biobío,Estándar,App,Residencial,5.7,49
92156,Maule,Premium,Web,Residencial,4.6,83
92157,Maule,Estándar,Web,Empresarial,7.0,12
92158,Antofagasta,Básico,Telefónico,Residencial,5.8,7
92159,Biobío,Estándar,App,Residencial,5.3,63
92160,Biobío,Estándar,App,Pyme,6.4,46
92161,Araucanía,Básico,Sucursal,Empresarial,7.0,32
92162,Araucanía,Estándar,Sucursal,Residencial,8.1,50
92163,Atacama,Premium,Web,Residencial,10,10
92164,Antofagasta,Premium,Telefónico,Residencial,7.2,45
92165,O_Higgins,Básico,App,Empresarial,7.6,53
92166,Atacama,Estándar,App,Residencial,8.9,63
92167,Valparaíso,Estándar,Sucursal,Residencial,2.7,54
92168,O_Higgins,Básico,Telefónico,Residencial,6.4,42
92169,Los Lagos,Básico,Sucursal,Residencial,4.9,18
92170,Maule,Estándar,Sucursal,Residencial,5.4,57
92171,Biobío,Estándar,Sucursal,Empresarial,8.0,78
92172,Metropolitana,Empresarial,Sucursal,Residencial,6.3,54
92173,Coquimbo,Básico,Web,Residencial,9.0,53
92174,Biobío,Básico,Web,Residencial,8.4,84
92175,Biobío,Estándar,Sucursal,Residencial,6.8,43
92176,Araucanía,Básico,App,Residencial,7.3,58
92177,Biobío,Estándar,App,Pyme,4.6,22
92178,Maule,Básico,App,Empresarial,6.4,21
92179,Biobío,Básico,App,Residencial,6.8,28
92180,Antofagasta,Básico,App,Residencial,4.5,32
92181,Los Lagos,Básico,App,Residencial,9.2,53
92182,Biobío,Básico,Web,Empresarial,10,71
92183,O_Higgins,Básico,Sucursal,Empresarial,8.7,10
92184,Araucanía,Estándar,Web,Residencial,9.4,75
92185,Maule,Estándar,Sucursal,Pyme,7.8,39
92186,Los Lagos,Básico,Sucursal,Residencial,7.7,78
92187,Atacama,Premium,Telefónico,Pyme,3.7,50
92188,Los Lagos,Estándar,Web,Pyme,6.3,2
92189,O_Higgins,Estándar,Telefónico,Empresarial,4.6,76
92190,Araucanía,Básico,App,Residencial,9.4,29
92191,Valparaíso,Básico,Telefónico,Residencial,4.6,81
92192,Valparaíso,Empresarial,Telefónico,Residencial,7.0,54
92193,Atacama,Básico,Sucursal,Residencial,7.9,19
92194,Coquimbo,Básico,Sucursal,Residencial,5.8,37
92195,Maule,Empresarial,Web,Residencial,6.2,25
92196,O_Higgins,Estándar,Telefónico,Residencial,6.0,29
92197,Metropolitana,Premium,App,Residencial,7.9,54
92198,Maule,Premium,App,Residencial,6.8,55
92199,Valparaíso,Premium,Web,Empresarial,8.3,14
92200,Araucanía,Básico,Web,Residencial,6.3,82
92201,Antofagasta,Premium,Sucursal,Empresarial,6.3,38
92202,Atacama,Empresarial,App,Empresarial,10,20
92203,Antofagasta,Premium,App,Empresarial,6.0,26
92204,Atacama,Empresarial,Sucursal,Residencial,6.6,67
92205,Los Lagos,Estándar,App,Pyme,6.5,50
92206,Biobío,Básico,Web,Residencial,9.3,29
92207,Atacama,Estándar,Sucursal,Residencial,3.2,49
92208,Atacama,Básico,Web,Residencial,7.6,23
92209,Araucanía,Básico,Sucursal,Residencial,6.1,2
92210,Antofagasta,Básico,Telefónico,Residencial,6.5,7
92211,Antofagasta,Empresarial,Web,Residencial,7.1,51
92212,Atacama,Premium,Web,Empresarial,7.9,10
92213,Antofagasta,Empresarial,Sucursal,Empresarial,6.4,26
92214,Metropolitana,Básico,Sucursal,Residencial,7.3,83
92215,Araucanía,Estándar,Web,Residencial,7.5,23
92216,O_Higgins,Estándar,Web,Residencial,5.8,14
92217,Biobío,Estándar,Sucursal,Residencial,2.9,23
92218,Metropolitana,Básico,Telefónico,Pyme,7.7,29
92219,Araucanía,Empresarial,App,Residencial,7.8,6
92220,O_Higgins,Básico,Sucursal,Residencial,8.1,53
92221,O_Higgins,Estándar,App,Empresarial,6.0,82
92222,Antofagasta,Básico,Telefónico,Residencial,5.8,40
92223,Maule,Estándar,Sucursal,Empresarial,9.7,32
92224,Metropolitana,Básico,Telefónico,Residencial,10,24
92225,Valparaíso,Básico,Sucursal,Pyme,6.0,11
92226,Maule,Básico,Sucursal,Residencial,7.5,2
92227,O_Higgins,Empresarial,Web,Residencial,7.9,54
92228,Atacama,Estándar,Web,Residencial,8.4,15
92229,Los Lagos,Empresarial,Telefónico,Pyme,9.8,55
92230,Atacama,Estándar,Web,Residencial,10,13
92231,Coquimbo,Estándar,Telefónico,Residencial,6.3,54
92232,Valparaíso,Básico,App,Empresarial,7.4,32
92233,O_Higgins,Estándar,Sucursal,Empresarial,8.1,23
92234,Coquimbo,Premium,Telefónico,Residencial,8.2,30
92235,Antofagasta,Premium,Web,Pyme,10,32
92236,O_Higgins,Básico,Web,Residencial,5.4,58
92237,O_Higgins,Premium,Sucursal,Residencial,5.4,22
92238,Metropolitana,Premium,Telefónico,Residencial,5.5,81
92239,Biobío,Premium,App,Residencial,8.3,18
92240,Antofagasta,Empresarial,Web,Residencial,7.0,37
92241,Metropolitana,Premium,Telefónico,Empresarial,4.3,60
92242,Metropolitana,Estándar,App,Pyme,5.5,35
92243,Metropolitana,Premium,Telefónico,Residencial,7.8,20
92244,Coquimbo,Estándar,Telefónico,Residencial,8.9,24
92245,Maule,Estándar,Web,Residencial,4.3,45
92246,Coquimbo,Básico,Web,Pyme,7.7,23
92247,Biobío,Empresarial,Telefónico,Pyme,9.3,52
92248,Antofagasta,Básico,App,Residencial,5.2,60
92249,Biobío,Básico,App,Empresarial,5.8,51
92250,Los Lagos,Básico,App,Residencial,7.5,25
92251,Coquimbo,Básico,Telefónico,Empresarial,5.0,16
92252,Metropolitana,Estándar,Sucursal,Pyme,8.9,70
92253,Maule,Premium,App,Residencial,10,27
92254,Los Lagos,Básico,Telefónico,Empresarial,5.8,49
92255,Biobío,Empresarial,Sucursal,Residencial,6.0,37
92256,Antofagasta,Básico,App,Residencial,5.3,44
92257,Valparaíso,Básico,Sucursal,Empresarial,8.4,12
92258,Metropolitana,Básico,Sucursal,Pyme,5.2,47
92259,Antofagasta,Premium,Telefónico,Empresarial,6.7,52
92260,Los Lagos,Estándar,Web,Residencial,2.7,10
92261,Los Lagos,Básico,Telefónico,Residencial,5.5,71
92262,Los Lagos,Empresarial,Sucursal,Residencial,6.8,42
92263,Maule,Premium,App,Empresarial,4.7,43
92264,Coquimbo,Básico,Telefónico,Empresarial,6.6,13
92265,Valparaíso,Empresarial,Web,Residencial,9.2,32
92266,Biobío,Estándar,Web,Pyme,6.6,45
92267,Araucanía,Premium,Sucursal,Empresarial,9.5,76
92268,O_Higgins,Básico,Web,Residencial,9.0,59
92269,Antofagasta,Estándar,Web,Residencial,9.7,12
92270,Coquimbo,Básico,Telefónico,Residencial,6.4,76
92271,Araucanía,Premium,Telefónico,Empresarial,8.0,17
92272,O_Higgins,Básico,Web,Residencial,7.1,68
92273,Coquimbo,Básico,Telefónico,Empresarial,5.2,69
92274,Coquimbo,Básico,Web,Residencial,7.6,13
92275,Atacama,Básico,Web,Residencial,6.5,44
92276,Metropolitana,Estándar,Telefónico,Pyme,8.2,54
92277,Metropolitana,Básico,Telefónico,Empresarial,6.7,38
92278,Los Lagos,Premium,Telefónico,Pyme,5.4,81
92279,Valparaíso,Empresarial,App,Empresarial,10,61
92280,Valparaíso,Estándar,Telefónico,Residencial,6.5,45
92281,Atacama,Estándar,Sucursal,Empresarial,9.4,31
92282,Los Lagos,Premium,Telefónico,Pyme,9.0,30
92283,Atacama,Básico,Web,Empresarial,6.0,26
92284,Araucanía,Estándar,Telefónico,Residencial,7.6,53
92285,Araucanía,Básico,Web,Residencial,9.9,3
92286,Atacama,Premium,Sucursal,Empresarial,6.7,31
92287,Valparaíso,Básico,Telefónico,Pyme,9.4,49
92288,Los Lagos,Estándar,App,Pyme,10,45
92289,Metropolitana,Básico,Telefónico,Empresarial,8.9,12
92290,Coquimbo,Premium,App,Residencial,4.1,21
92291,Maule,Básico,Sucursal,Empresarial,7.4,44
92292,Araucanía,Estándar,App,Residencial,7.4,66
92293,Metropolitana,Estándar,App,Residencial,10,11
92294,Valparaíso,Básico,Web,Residencial,5.9,81
92295,Araucanía,Premium,Web,Residencial,7.0,68
92296,Los Lagos,Premium,Telefónico,Pyme,7.3,63
92297,Los Lagos,Básico,Sucursal,Residencial,10,20
92298,Coquimbo,Premium,Web,Empresarial,8.6,27
92299,Maule,Estándar,Telefónico,Empresarial,9.8,38
92300,Maule,Premium,Telefónico,Residencial,5.5,10
92301,Valparaíso,Estándar,Web,Pyme,8.1,38
92302,Araucanía,Básico,App,Residencial,8.3,66
92303,Antofagasta,Básico,Sucursal,Residencial,7.2,32
92304,Biobío,Estándar,Sucursal,Residencial,7.8,69
92305,Valparaíso,Básico,Telefónico,Residencial,6.4,37
92306,Los Lagos,Básico,Telefónico,Pyme,6.2,49
92307,Araucanía,Estándar,Sucursal,Residencial,7.6,52
92308,Coquimbo,Básico,Sucursal,Residencial,7.0,9
92309,Coquimbo,Estándar,Telefónico,Residencial,7.1,38
92310,O_Higgins,Empresarial,Web,Pyme,7.8,60
92311,Valparaíso,Estándar,Sucursal,Residencial,8.1,31
92312,Antofagasta,Básico,Telefónico,Residencial,7.5,2
92313,O_Higgins,Básico,App,Pyme,10,9
92314,Valparaíso,Empresarial,Telefónico,Residencial,9.2,67
92315,Antofagasta,Premium,Sucursal,Empresarial,6.6,11
92316,Valparaíso,Estándar,Sucursal,Residencial,10,81
92317,Antofagasta,Estándar,App,Residencial,8.3,48
92318,Los Lagos,Básico,Web,Empresarial,8.5,8
92319,Coquimbo,Básico,Telefónico,Pyme,4.7,70
92320,Metropolitana,Empresarial,App,Residencial,8.6,79
92321,Valparaíso,Básico,Sucursal,Empresarial,6.5,68
92322,Coquimbo,Estándar,App,Empresarial,7.5,46
92323,Metropolitana,Básico,Web,Empresarial,8.1,25
92324,Maule,Estándar,Sucursal,Empresarial,7.3,75
92325,Antofagasta,Básico,App,Residencial,7.9,76
92326,Metropolitana,Básico,Sucursal,Empresarial,4.0,52
92327,Araucanía,Básico,Telefónico,Residencial,8.4,82
92328,Valparaíso,Básico,Web,Empresarial,6.7,78
92329,Maule,Estándar,Telefónico,Residencial,6.6,84
92330,Biobío,Estándar,Telefónico,Residencial,6.7,33
92331,Coquimbo,Básico,Sucursal,Pyme,7.2,71
92332,Biobío,Premium,Telefónico,Empresarial,8.2,32
92333,Los Lagos,Premium,Telefónico,Pyme,9.6,57
92334,Antofagasta,Premium,Sucursal,Residencial,7.6,83
92335,Araucanía,Empresarial,Web,Empresarial,7.6,77
92336,Biobío,Premium,Web,Residencial,6.1,49
92337,O_Higgins,Básico,Sucursal,Residencial,9.4,27
92338,Maule,Estándar,Web,Empresarial,7.4,9
92339,Maule,Básico,Sucursal,Empresarial,8.9,75
92340,O_Higgins,Estándar,App,Empresarial,6.3,12
92341,Maule,Estándar,App,Residencial,8.2,37
92342,Metropolitana,Básico,App,Pyme,10,51
92343,Araucanía,Premium,Web,Residencial,9.6,39
92344,Metropolitana,Estándar,App,Empresarial,10,23
92345,Coquimbo,Básico,Telefónico,Residencial,8.7,32
92346,Atacama,Básico,App,Pyme,7.2,54
92347,Biobío,Básico,Sucursal,Residencial,4.9,63
92348,Los Lagos,Estándar,Sucursal,Pyme,5.8,7
92349,Coquimbo,Básico,Sucursal,Residencial,9.9,26
92350,Araucanía,Básico,App,Residencial,6.5,58
92351,Valparaíso,Premium,Telefónico,Residencial,7.5,3
92352,O_Higgins,Premium,Telefónico,Pyme,6.3,8
92353,Maule,Premium,Sucursal,Empresarial,9.4,30
92354,Maule,Básico,Telefónico,Residencial,7.8,46
92355,Coquimbo,Empresarial,App,Residencial,4.2,50
92356,O_Higgins,Premium,Telefónico,Residencial,9.8,42
92357,Los Lagos,Básico,Telefónico,Residencial,6.5,13
92358,Atacama,Estándar,Sucursal,Residencial,5.9,35
92359,Biobío,Básico,Sucursal,Pyme,5.5,58
92360,Araucanía,Básico,App,Empresarial,7.6,10
92361,Biobío,Estándar,Sucursal,Pyme,10,28
92362,O_Higgins,Estándar,Telefónico,Residencial,6.1,40
92363,Los Lagos,Estándar,Web,Residencial,4.6,20
92364,Maule,Básico,App,Residencial,5.5,35
92365,Atacama,Estándar,Web,Residencial,7.9,46
92366,Biobío,Premium,Sucursal,Empresarial,8.7,45
92367,Maule,Estándar,Sucursal,Empresarial,7.4,62
92368,O_Higgins,Estándar,Web,Residencial,8.8,36
92369,Antofagasta,Estándar,App,Empresarial,9.8,84
92370,Los Lagos,Básico,Web,Empresarial,9.7,69
92371,Metropolitana,Premium,Telefónico,Empresarial,6.9,55
92372,Biobío,Estándar,Web,Pyme,7.1,1
92373,Antofagasta,Básico,Sucursal,Residencial,9.3,50
92374,Los Lagos,Básico,Web,Empresarial,6.3,48
92375,Valparaíso,Premium,Telefónico,Residencial,7.0,71
92376,Valparaíso,Estándar,Sucursal,Residencial,4.0,30
92377,Los Lagos,Básico,App,Residencial,3.2,46
92378,Araucanía,Estándar,Telefónico,Empresarial,5.9,21
92379,Antofagasta,Básico,Web,Residencial,6.7,68
92380,Antofagasta,Básico,Web,Empresarial,8.1,13
92381,Maule,Empresarial,Web,Residencial,5.8,77
92382,Metropolitana,Básico,Sucursal,Residencial,6.4,47
92383,O_Higgins,Básico,Sucursal,Residencial,8.2,27
92384,O_Higgins,Premium,Web,Residencial,9.3,84
92385,Maule,Empresarial,Web,Residencial,6.2,37
92386,Biobío,Empresarial,Telefónico,Empresarial,6.3,82
92387,Coquimbo,Básico,Web,Pyme,5.2,83
92388,Valparaíso,Premium,App,Empresarial,8.7,39
92389,Araucanía,Empresarial,Web,Pyme,6.6,41
92390,O_Higgins,Básico,Web,Empresarial,9.2,48
92391,Maule,Básico,App,Pyme,6.8,78
92392,Maule,Básico,App,Residencial,8.0,28
92393,Maule,Estándar,Web,Residencial,7.0,48
92394,Los Lagos,Premium,App,Residencial,9.9,4
92395,Metropolitana,Premium,Web,Residencial,5.6,78
92396,Araucanía,Estándar,Web,Residencial,6.1,32
92397,Valparaíso,Estándar,Sucursal,Empresarial,8.6,49
92398,Metropolitana,Estándar,App,Residencial,8.3,1
92399,Atacama,Premium,Sucursal,Empresarial,6.2,64
92400,Atacama,Premium,Telefónico,Empresarial,8.2,58
92401,Atacama,Básico,App,Pyme,3.6,18
92402,Araucanía,Básico,Web,Residencial,6.9,58
92403,Atacama,Estándar,Telefónico,Residencial,5.9,28
92404,Biobío,Estándar,Telefónico,Residencial,7.1,82
92405,Atacama,Premium,Sucursal,Empresarial,8.5,8
92406,Metropolitana,Básico,Telefónico,Residencial,8.2,30
92407,O_Higgins,Básico,Telefónico,Empresarial,6.2,12
92408,O_Higgins,Estándar,Web,Residencial,6.1,74
92409,Valparaíso,Básico,Telefónico,Pyme,3.9,68
92410,Biobío,Básico,Sucursal,Residencial,6.4,15
92411,Coquimbo,Estándar,Telefónico,Residencial,6.0,66
92412,Araucanía,Básico,Sucursal,Residencial,7.2,19
92413,O_Higgins,Estándar,Telefónico,Residencial,6.0,30
92414,O_Higgins,Básico,Web,Pyme,6.2,22
92415,Maule,Estándar,Web,Residencial,7.3,49
92416,Valparaíso,Básico,Web,Residencial,10,7
92417,Metropolitana,Estándar,Web,Empresarial,8.0,28
92418,Maule,Estándar,Telefónico,Residencial,4.6,46
92419,Biobío,Básico,Web,Pyme,8.9,2
92420,Atacama,Premium,Web,Empresarial,4.3,69
92421,Araucanía,Estándar,Sucursal,Empresarial,6.7,68
92422,Araucanía,Estándar,App,Residencial,7.7,60
92423,Biobío,Empresarial,Web,Empresarial,6.6,71
92424,Antofagasta,Básico,Sucursal,Empresarial,8.7,8
92425,Maule,Estándar,Telefónico,Residencial,5.1,73
92426,O_Higgins,Básico,App,Residencial,9.2,22
92427,Atacama,Empresarial,Sucursal,Residencial,8.6,41
92428,Metropolitana,Básico,Telefónico,Empresarial,3.7,2
92429,Maule,Estándar,Sucursal,Empresarial,8.9,19
92430,O_Higgins,Estándar,App,Residencial,9.6,45
92431,Los Lagos,Básico,Web,Residencial,7.9,32
92432,O_Higgins,Estándar,Sucursal,Pyme,6.9,15
92433,O_Higgins,Estándar,Web,Residencial,4.3,77
92434,Coquimbo,Premium,Telefónico,Residencial,5.4,72
92435,Atacama,Básico,App,Empresarial,6.2,61
92436,Antofagasta,Estándar,App,Residencial,5.0,51
92437,Araucanía,Estándar,App,Pyme,7.9,53
92438,Biobío,Empresarial,App,Residencial,5.2,10
92439,O_Higgins,Premium,Telefónico,Empresarial,10,64
92440,Araucanía,Empresarial,Web,Residencial,8.8,50
92441,O_Higgins,Estándar,Telefónico,Residencial,6.7,47
92442,Antofagasta,Estándar,Sucursal,Residencial,8.7,28
92443,Maule,Básico,Web,Pyme,6.5,13
92444,Maule,Básico,Telefónico,Residencial,10,52
92445,Biobío,Básico,Web,Residencial,6.4,56
92446,Biobío,Básico,Sucursal,Residencial,5.8,53
92447,Los Lagos,Premium,Sucursal,Empresarial,6.8,13
92448,Biobío,Estándar,Web,Residencial,9.8,47
92449,Araucanía,Estándar,Web,Empresarial,7.9,46
92450,Antofagasta,Estándar,Telefónico,Residencial,8.4,65
92451,Araucanía,Estándar,Sucursal,Residencial,5.3,77
92452,Coquimbo,Estándar,Telefónico,Residencial,6.3,42
92453,Valparaíso,Básico,Telefónico,Residencial,4.3,49
92454,Los Lagos,Básico,App,Residencial,4.1,25
92455,Los Lagos,Estándar,Sucursal,Residencial,9.3,72
92456,Metropolitana,Estándar,Web,Empresarial,6.9,61
92457,Maule,Estándar,App,Residencial,6.3,10
92458,Metropolitana,Básico,Telefónico,Residencial,9.9,39
92459,Valparaíso,Básico,App,Residencial,7.4,81
92460,Biobío,Estándar,Sucursal,Residencial,6.6,43
92461,Coquimbo,Premium,Web,Residencial,7.5,25
92462,Atacama,Básico,App,Empresarial,5.3,64
92463,O_Higgins,Empresarial,Sucursal,Residencial,5.7,51
92464,Atacama,Estándar,App,Residencial,9.5,64
92465,Antofagasta,Empresarial,App,Residencial,7.5,80
92466,Coquimbo,Premium,Web,Residencial,7.0,4
92467,Antofagasta,Premium,Telefónico,Residencial,6.6,1
92468,Atacama,Estándar,Telefónico,Residencial,4.8,24
