id_estudiante,sede,region,modalidad,jornada,programa,anio_cursado
EST059374,O_H03,O_Higgins,Presencial,Diurno,Mecánica Automotriz,4
EST059375,O_H03,O_Higgins,Presencial,Vespertino,Gastronomía,3
EST059376,O_H03,O_Higgins,A distancia,Vespertino,Enfermería,2
EST059377,O_H03,O_Higgins,A distancia,Diurno,Contabilidad,4
EST059378,O_H03,O_Higgins,Presencial,Diurno,Electricidad,3
EST059379,O_H03,O_Higgins,Presencial,Diurno,Electricidad,4
EST059380,O_H03,O_Higgins,Presencial,Diurno,Administración,3
EST059381,O_H03,O_Higgins,Presencial,Vespertino,Diseño Gráfico,3
EST059382,O_H03,O_Higgins,Presencial,Vespertino,Enfermería,2
EST059383,O_H03,O_Higgins,A distancia,Vespertino,Mecánica Automotriz,1
EST059384,O_H03,O_Higgins,Presencial,Diurno,Marketing Digital,1
EST059385,O_H03,O_Higgins,Presencial,Diurno,Administración,2
EST059386,O_H03,O_Higgins,A distancia,Diurno,Informática,2
EST059387,O_H03,O_Higgins,Presencial,Diurno,Gastronomía,3
EST059388,O_H03,O_Higgins,Presencial,Vespertino,Administración,1
EST059389,O_H03,O_Higgins,A distancia,Diurno,Marketing Digital,1
EST059390,O_H03,O_Higgins,A distancia,Vespertino,Administración,2
EST059391,O_H03,O_Higgins,Presencial,Diurno,Logística,3
EST059392,O_H03,O_Higgins,Presencial,Vespertino,Mecánica Automotriz,2
EST059393,O_H03,O_Higgins,A distancia,Diurno,Mecánica Automotriz,3
EST059394,O_H03,O_Higgins,A distancia,Diurno,Electricidad,1
EST059395,O_H03,O_Higgins,Presencial,Diurno,Gastronomía,4
EST059396,O_H03,O_Higgins,Presencial,Diurno,Electricidad,2
EST059397,O_H03,O_Higgins,Presencial,Diurno,Informática,3
EST059398,O_H03,O_Higgins,Presencial,Diurno,Logística,3
EST059399,O_H03,O_Higgins,Presencial,Diurno,Administración,4
EST059400,O_H03,O_Higgins,A distancia,Vespertino,Mecánica Automotriz,3
EST059401,O_H03,O_Higgins,Presencial,Diurno,Contabilidad,3
EST059402,O_H03,O_Higgins,A distancia,Vespertino,Electricidad,3
EST059403,O_H03,O_Higgins,A distancia,Diurno,Logística,2
EST059404,O_H03,O_Higgins,A distancia,Diurno,Gastronomía,1
EST059405,O_H03,O_Higgins,Presencial,Diurno,Marketing Digital,2
EST059406,O_H03,O_Higgins,Presencial,Diurno,Logística,3
EST059407,O_H03,O_Higgins,A distancia,Diurno,Diseño Gráfico,1
EST059408,O_H03,O_Higgins,Presencial,Vespertino,Administración,1
EST059409,O_H03,O_Higgins,A distancia,Vespertino,Contabilidad,2
EST059410,O_H03,O_Higgins,Presencial,Diurno,Diseño Gráfico,3
EST059411,O_H03,O_Higgins,Presencial,Diurno,Enfermería,2
EST059412,O_H03,O_Higgins,A distancia,Vespertino,Informática,2
EST059413,O_H03,O_Higgins,Presencial,Vespertino,Enfermería,3
EST059414,O_H03,O_Higgins,Presencial,Vespertino,Mecánica Automotriz,1
EST059415,O_H03,O_Higgins,Presencial,Vespertino,Contabilidad,2
EST059416,O_H03,O_Higgins,Presencial,Diurno,Mecánica Automotriz,4
EST059417,O_H03,O_Higgins,A distancia,Vespertino,Contabilidad,1
EST059418,O_H03,O_Higgins,A distancia,Diurno,Mecánica Automotriz,3
EST059419,O_H03,O_Higgins,A distancia,Diurno,Electricidad,1
EST059420,O_H03,O_Higgins,Presencial,Vespertino,Enfermería,2
EST059421,O_H03,O_Higgins,A distancia,Diurno,Informática,2
EST059422,O_H03,O_Higgins,A distancia,Vespertino,Logística,4
EST059423,O_H03,O_Higgins,A distancia,Vespertino,Mecánica Automotriz,4
EST059424,O_H03,O_Higgins,Presencial,Vespertino,Informática,2
EST059425,O_H03,O_Higgins,A distancia,Diurno,Contabilidad,3
EST059426,O_H03,O_Higgins,Presencial,Vespertino,Mecánica Automotriz,3
EST059427,O_H03,O_Higgins,Presencial,Vespertino,Mecánica Automotriz,3
EST059428,O_H03,O_Higgins,Presencial,Vespertino,Diseño Gráfico,3
EST059429,O_H03,O_Higgins,Presencial,Vespertino,Mecánica Automotriz,3
EST059430,O_H03,O_Higgins,Presencial,Diurno,Electricidad,2
EST059431,O_H03,O_Higgins,Presencial,Vespertino,Administración,1
EST059432,O_H03,O_Higgins,Presencial,Diurno,Contabilidad,2
EST059433,O_H03,O_Higgins,A distancia,Diurno,Marketing Digital,3
EST059434,O_H03,O_Higgins,A distancia,Vespertino,Diseño Gráfico,2
EST059435,O_H03,O_Higgins,Presencial,Vespertino,Gastronomía,4
EST059436,O_H03,O_Higgins,A distancia,Vespertino,Electricidad,2
EST059437,O_H03,O_Higgins,Presencial,Diurno,Logística,3
EST059438,O_H03,O_Higgins,A distancia,Diurno,Mecánica Automotriz,2
EST059439,O_H03,O_Higgins,A distancia,Vespertino,Administración,2
EST059440,O_H03,O_Higgins,Presencial,Vespertino,Administración,2
EST059441,O_H03,O_Higgins,Presencial,Diurno,Contabilidad,3
EST059442,O_H03,O_Higgins,Presencial,Vespertino,Electricidad,3
EST059443,O_H03,O_Higgins,A distancia,Vespertino,Diseño Gráfico,4
EST059444,O_H03,O_Higgins,Presencial,Diurno,Logística,4
EST059445,O_H03,O_Higgins,A distancia,Vespertino,Contabilidad,1
EST059446,O_H03,O_Higgins,Presencial,Diurno,Logística,2
EST059447,O_H03,O_Higgins,A distancia,Vespertino,Diseño Gráfico,2
EST059448,O_H03,O_Higgins,Presencial,Diurno,Diseño Gráfico,4
EST059449,O_H03,O_Higgins,Presencial,Diurno,Diseño Gráfico,1
EST059450,O_H03,O_Higgins,Presencial,Diurno,Electricidad,1
EST059451,O_H03,O_Higgins,Presencial,Vespertino,Gastronomía,4
EST059452,O_H03,O_Higgins,Presencial,Diurno,Gastronomía,2
EST059453,O_H03,O_Higgins,Presencial,Vespertino,Administración,2
EST059454,O_H03,O_Higgins,Presencial,Vespertino,Logística,1
EST059455,O_H03,O_Higgins,Presencial,Vespertino,Diseño Gráfico,2
EST059456,O_H03,O_Higgins,Presencial,Diurno,Diseño Gráfico,1
EST059457,O_H03,O_Higgins,Presencial,Diurno,Electricidad,1
EST059458,O_H03,O_Higgins,A distancia,Diurno,Enfermería,4
EST059459,O_H03,O_Higgins,Presencial,Diurno,Marketing Digital,3
EST059460,O_H03,O_Higgins,Presencial,Diurno,Contabilidad,2
EST059461,O_H03,O_Higgins,Presencial,Diurno,Enfermería,3
EST059462,O_H03,O_Higgins,A distancia,Diurno,Logística,3
EST059463,O_H03,O_Higgins,Presencial,Diurno,Gastronomía,1
EST059464,O_H03,O_Higgins,Presencial,Vespertino,Marketing Digital,4
EST059465,O_H03,O_Higgins,Presencial,Diurno,Informática,4
EST059466,O_H03,O_Higgins,A distancia,Diurno,Informática,4
EST059467,O_H03,O_Higgins,Presencial,Diurno,Gastronomía,1
EST059468,O_H03,O_Higgins,Presencial,Vespertino,Logística,4
EST059469,O_H03,O_Higgins,Presencial,Vespertino,Electricidad,1
EST059470,O_H03,O_Higgins,Presencial,Diurno,Marketing Digital,2
EST059471,O_H03,O_Higgins,A distancia,Vespertino,Administración,1
EST059472,O_H03,O_Higgins,A distancia,Vespertino,Enfermería,2
EST059473,O_H03,O_Higgins,A distancia,Diurno,Informática,2
EST059474,O_H03,O_Higgins,Presencial,Diurno,Logística,3
EST059475,O_H03,O_Higgins,Presencial,Diurno,Mecánica Automotriz,3
EST059476,O_H03,O_Higgins,Presencial,Diurno,Logística,2
EST059477,O_H03,O_Higgins,A distancia,Vespertino,Diseño Gráfico,1
EST059478,O_H03,O_Higgins,Presencial,Diurno,Diseño Gráfico,3
EST059479,O_H03,O_Higgins,Presencial,Diurno,Mecánica Automotriz,2
EST059480,O_H03,O_Higgins,Presencial,Vespertino,Administración,2
EST059481,O_H03,O_Higgins,A distancia,Vespertino,Diseño Gráfico,3
EST059482,O_H03,O_Higgins,Presencial,Vespertino,Mecánica Automotriz,2
EST059483,O_H03,O_Higgins,Presencial,Diurno,Diseño Gráfico,2
EST059484,O_H03,O_Higgins,A distancia,Diurno,Electricidad,3
EST059485,O_H03,O_Higgins,A distancia,Diurno,Contabilidad,4
EST059486,O_H03,O_Higgins,Presencial,Vespertino,Marketing Digital,2
EST059487,O_H03,O_Higgins,Presencial,Diurno,Enfermería,4
EST059488,O_H03,O_Higgins,A distancia,Vespertino,Electricidad,3
EST059489,O_H03,O_Higgins,A distancia,Diurno,Administración,2
EST059490,O_H03,O_Higgins,Presencial,Diurno,Electricidad,3
EST059491,O_H03,O_Higgins,Presencial,Vespertino,Informática,3
EST059492,O_H03,O_Higgins,Presencial,Diurno,Gastronomía,1
EST059493,O_H03,O_Higgins,Presencial,Vespertino,Logística,4
EST059494,O_H03,O_Higgins,Presencial,Vespertino,Marketing Digital,1
EST059495,O_H03,O_Higgins,Presencial,Diurno,Administración,4
EST059496,O_H03,O_Higgins,Presencial,Vespertino,Logística,1
EST059497,O_H03,O_Higgins,A distancia,Vespertino,Electricidad,1
EST059498,O_H03,O_Higgins,Presencial,Diurno,Contabilidad,2
EST059499,O_H03,O_Higgins,A distancia,Vespertino,Diseño Gráfico,1
EST059500,O_H03,O_Higgins,A distancia,Diurno,Administración,3
EST059501,O_H03,O_Higgins,A distancia,Vespertino,Contabilidad,4
EST059502,O_H03,O_Higgins,Presencial,Vespertino,Contabilidad,1
EST059503,O_H03,O_Higgins,Presencial,Vespertino,Mecánica Automotriz,2
EST059504,O_H03,O_Higgins,A distancia,Diurno,Administración,1
EST059505,O_H03,O_Higgins,Presencial,Diurno,Diseño Gráfico,4
EST059506,O_H03,O_Higgins,Presencial,Vespertino,Informática,1
EST059507,O_H03,O_Higgins,A distancia,Vespertino,Logística,2
EST059508,O_H03,O_Higgins,A distancia,Vespertino,Marketing Digital,2
EST059509,O_H03,O_Higgins,Presencial,Diurno,Contabilidad,1
EST059510,O_H03,O_Higgins,Presencial,Vespertino,Marketing Digital,4
EST059511,O_H03,O_Higgins,A distancia,Diurno,Gastronomía,4
EST059512,O_H03,O_Higgins,Presencial,Diurno,Logística,3
EST059513,O_H03,O_Higgins,Presencial,Vespertino,Informática,1
EST059514,O_H03,O_Higgins,A distancia,Diurno,Logística,1
EST059515,O_H03,O_Higgins,A distancia,Vespertino,Administración,3
EST059516,O_H03,O_Higgins,Presencial,Diurno,Enfermería,3
EST059517,O_H03,O_Higgins,A distancia,Vespertino,Enfermería,4
EST059518,O_H03,O_Higgins,A distancia,Diurno,Gastronomía,2
EST059519,O_H03,O_Higgins,A distancia,Diurno,Electricidad,3
EST059520,O_H03,O_Higgins,A distancia,Vespertino,Marketing Digital,4
EST059521,O_H03,O_Higgins,Presencial,Diurno,Mecánica Automotriz,1
EST059522,O_H03,O_Higgins,Presencial,Vespertino,Diseño Gráfico,3
EST059523,O_H03,O_Higgins,Presencial,Diurno,Electricidad,3
EST059524,O_H03,O_Higgins,Presencial,Vespertino,Marketing Digital,3
EST059525,O_H03,O_Higgins,A distancia,Diurno,Diseño Gráfico,1
EST059526,O_H03,O_Higgins,Presencial,Diurno,Mecánica Automotriz,2
EST059527,O_H03,O_Higgins,Presencial,Vespertino,Marketing Digital,3
EST059528,O_H03,O_Higgins,A distancia,Diurno,Marketing Digital,2
EST059529,O_H03,O_Higgins,Presencial,Diurno,Diseño Gráfico,3
EST059530,O_H03,O_Higgins,Presencial,Diurno,Enfermería,3
EST059531,O_H03,O_Higgins,Presencial,Diurno,Administración,3
EST059532,O_H03,O_Higgins,Presencial,Diurno,Gastronomía,4
EST059533,O_H03,O_Higgins,Presencial,Diurno,Administración,1
EST059534,O_H03,O_Higgins,Presencial,Diurno,Mecánica Automotriz,4
EST059535,O_H03,O_Higgins,Presencial,Diurno,Gastronomía,3
EST059536,O_H03,O_Higgins,Presencial,Vespertino,Contabilidad,4
EST059537,O_H03,O_Higgins,Presencial,Diurno,Enfermería,4
EST059538,O_H03,O_Higgins,A distancia,Diurno,Contabilidad,2
EST059539,O_H03,O_Higgins,Presencial,Diurno,Informática,2
EST059540,O_H03,O_Higgins,Presencial,Diurno,Administración,4
EST059541,O_H03,O_Higgins,A distancia,Diurno,Electricidad,4
EST059542,O_H03,O_Higgins,Presencial,Vespertino,Electricidad,4
EST059543,O_H03,O_Higgins,Presencial,Vespertino,Contabilidad,4
EST059544,O_H03,O_Higgins,Presencial,Diurno,Logística,1
EST059545,O_H03,O_Higgins,Presencial,Diurno,Diseño Gráfico,3
EST059546,O_H03,O_Higgins,A distancia,Diurno,Logística,1
EST059547,O_H03,O_Higgins,Presencial,Diurno,Diseño Gráfico,4
EST059548,O_H03,O_Higgins,Presencial,Vespertino,Diseño Gráfico,4
EST059549,O_H03,O_Higgins,Presencial,Diurno,Electricidad,4
EST059550,O_H03,O_Higgins,Presencial,Diurno,Logística,2
EST059551,O_H03,O_Higgins,Presencial,Diurno,Enfermería,3
EST059552,O_H03,O_Higgins,A distancia,Diurno,Marketing Digital,3
EST059553,O_H03,O_Higgins,Presencial,Vespertino,Administración,4
EST059554,O_H03,O_Higgins,Presencial,Diurno,Logística,4
EST059555,O_H03,O_Higgins,Presencial,Vespertino,Mecánica Automotriz,2
EST059556,O_H03,O_Higgins,Presencial,Diurno,Contabilidad,4
EST059557,O_H03,O_Higgins,Presencial,Diurno,Diseño Gráfico,2
EST059558,O_H03,O_Higgins,A distancia,Vespertino,Enfermería,4
EST059559,O_H03,O_Higgins,Presencial,Diurno,Administración,3
EST059560,ATA01,Atacama,A distancia,Diurno,Gastronomía,2
EST059561,ATA01,Atacama,Presencial,Diurno,Diseño Gráfico,1
EST059562,ATA01,Atacama,A distancia,Vespertino,Administración,2
EST059563,ATA01,Atacama,A distancia,Diurno,Enfermería,3
EST059564,ATA01,Atacama,Presencial,Diurno,Informática,4
EST059565,ATA01,Atacama,Presencial,Diurno,Enfermería,2
EST059566,ATA01,Atacama,A distancia,Vespertino,Diseño Gráfico,1
EST059567,ATA01,Atacama,A distancia,Vespertino,Enfermería,1
EST059568,ATA01,Atacama,Presencial,Vespertino,Administración,3
EST059569,ATA01,Atacama,Presencial,Vespertino,Electricidad,4
EST059570,ATA01,Atacama,Presencial,Vespertino,Mecánica Automotriz,2
EST059571,ATA01,Atacama,A distancia,Diurno,Diseño Gráfico,1
EST059572,ATA01,Atacama,A distancia,Vespertino,Diseño Gráfico,2
EST059573,ATA01,Atacama,A distancia,Diurno,Electricidad,4
EST059574,ATA01,Atacama,Presencial,Vespertino,Contabilidad,2
EST059575,ATA01,Atacama,Presencial,Diurno,Contabilidad,2
EST059576,ATA01,Atacama,A distancia,Vespertino,Gastronomía,1
EST059577,ATA01,Atacama,Presencial,Diurno,Mecánica Automotriz,3
EST059578,ATA01,Atacama,A distancia,Vespertino,Gastronomía,2
EST059579,ATA01,Atacama,Presencial,Vespertino,Diseño Gráfico,4
EST059580,ATA01,Atacama,Presencial,Vespertino,Enfermería,2
EST059581,ATA01,Atacama,A distancia,Diurno,Gastronomía,4
EST059582,ATA01,Atacama,Presencial,Vespertino,Marketing Digital,2
EST059583,ATA01,Atacama,Presencial,Vespertino,Gastronomía,4
EST059584,ATA01,Atacama,Presencial,Vespertino,Electricidad,3
EST059585,ATA01,Atacama,Presencial,Vespertino,Diseño Gráfico,2
EST059586,ATA01,Atacama,Presencial,Vespertino,Administración,4
EST059587,ATA01,Atacama,Presencial,Vespertino,Electricidad,2
EST059588,ATA01,Atacama,A distancia,Vespertino,Gastronomía,4
EST059589,ATA01,Atacama,Presencial,Diurno,Marketing Digital,3
EST059590,ATA01,Atacama,Presencial,Vespertino,Marketing Digital,2
EST059591,ATA01,Atacama,Presencial,Vespertino,Enfermería,4
EST059592,ATA01,Atacama,Presencial,Vespertino,Informática,2
EST059593,ATA01,Atacama,Presencial,Vespertino,Logística,2
EST059594,ATA01,Atacama,Presencial,Vespertino,Electricidad,3
EST059595,ATA01,Atacama,Presencial,Diurno,Informática,2
EST059596,ATA01,Atacama,A distancia,Diurno,Administración,3
EST059597,ATA01,Atacama,A distancia,Diurno,Diseño Gráfico,3
EST059598,ATA01,Atacama,Presencial,Vespertino,Enfermería,2
EST059599,ATA01,Atacama,A distancia,Vespertino,Administración,1
EST059600,ATA01,Atacama,Presencial,Vespertino,Informática,4
EST059601,ATA01,Atacama,A distancia,Diurno,Contabilidad,3
EST059602,ATA01,Atacama,A distancia,Diurno,Logística,4
EST059603,ATA01,Atacama,Presencial,Diurno,Gastronomía,3
EST059604,ATA01,Atacama,Presencial,Diurno,Enfermería,4
EST059605,ATA01,Atacama,Presencial,Vespertino,Enfermería,1
EST059606,ATA01,Atacama,Presencial,Diurno,Gastronomía,1
EST059607,ATA01,Atacama,Presencial,Diurno,Diseño Gráfico,1
EST059608,ATA01,Atacama,Presencial,Vespertino,Gastronomía,2
EST059609,ATA01,Atacama,Presencial,Vespertino,Electricidad,3
EST059610,ATA01,Atacama,Presencial,Vespertino,Logística,2
EST059611,ATA01,Atacama,A distancia,Diurno,Informática,1
EST059612,ATA01,Atacama,Presencial,Diurno,Contabilidad,4
EST059613,ATA01,Atacama,Presencial,Vespertino,Mecánica Automotriz,4
EST059614,ATA01,Atacama,A distancia,Vespertino,Logística,2
EST059615,ATA01,Atacama,Presencial,Vespertino,Logística,3
EST059616,ATA01,Atacama,Presencial,Vespertino,Contabilidad,4
EST059617,ATA01,Atacama,Presencial,Diurno,Mecánica Automotriz,3
EST059618,ATA01,Atacama,Presencial,Vespertino,Logística,2
EST059619,ATA01,Atacama,Presencial,Vespertino,Gastronomía,1
EST059620,ATA01,Atacama,Presencial,Diurno,Diseño Gráfico,2
EST059621,ATA01,Atacama,A distancia,Diurno,Mecánica Automotriz,4
EST059622,ATA01,Atacama,Presencial,Diurno,Enfermería,3
EST059623,ATA01,Atacama,A distancia,Vespertino,Administración,1
EST059624,ATA01,Atacama,Presencial,Diurno,Enfermería,1
EST059625,ATA01,Atacama,Presencial,Vespertino,Marketing Digital,1
EST059626,ATA01,Atacama,Presencial,Diurno,Electricidad,4
EST059627,ATA01,Atacama,Presencial,Diurno,Contabilidad,2
EST059628,ATA01,Atacama,Presencial,Vespertino,Informática,2
EST059629,ATA01,Atacama,Presencial,Diurno,Diseño Gráfico,2
EST059630,ATA01,Atacama,Presencial,Diurno,Logística,3
EST059631,ATA01,Atacama,A distancia,Vespertino,Enfermería,3
EST059632,ATA01,Atacama,Presencial,Vespertino,Gastronomía,4
EST059633,ATA01,Atacama,A distancia,Vespertino,Contabilidad,1
EST059634,ATA01,Atacama,A distancia,Vespertino,Administración,2
EST059635,ATA01,Atacama,Presencial,Diurno,Contabilidad,4
EST059636,ATA01,Atacama,A distancia,Vespertino,Gastronomía,1
EST059637,ATA01,Atacama,A distancia,Vespertino,Administración,3
EST059638,ATA01,Atacama,Presencial,Vespertino,Informática,3
EST059639,ATA01,Atacama,Presencial,Vespertino,Diseño Gráfico,3
EST059640,ATA01,Atacama,Presencial,Diurno,Informática,1
EST059641,ATA01,Atacama,Presencial,Vespertino,Administración,2
EST059642,ATA01,Atacama,A distancia,Diurno,Mecánica Automotriz,1
EST059643,ATA01,Atacama,A distancia,Diurno,Mecánica Automotriz,4
EST059644,ATA01,Atacama,Presencial,Diurno,Marketing Digital,4
EST059645,ATA01,Atacama,A distancia,Vespertino,Marketing Digital,1
EST059646,ATA01,Atacama,Presencial,Diurno,Gastronomía,4
EST059647,ATA01,Atacama,Presencial,Diurno,Marketing Digital,3
EST059648,ATA01,Atacama,A distancia,Diurno,Enfermería,2
EST059649,ATA01,Atacama,Presencial,Vespertino,Diseño Gráfico,1
EST059650,ATA01,Atacama,A distancia,Vespertino,Informática,2
EST059651,ATA01,Atacama,Presencial,Diurno,Informática,2
EST059652,ATA01,Atacama,A distancia,Diurno,Administración,2
EST059653,ATA01,Atacama,A distancia,Vespertino,Diseño Gráfico,1
EST059654,ATA01,Atacama,Presencial,Diurno,Enfermería,3
EST059655,ATA01,Atacama,Presencial,Diurno,Logística,4
EST059656,ATA01,Atacama,Presencial,Vespertino,Gastronomía,2
EST059657,ATA01,Atacama,A distancia,Diurno,Enfermería,1
EST059658,ATA01,Atacama,Presencial,Vespertino,Marketing Digital,1
EST059659,ATA01,Atacama,Presencial,Diurno,Logística,2
EST059660,ATA01,Atacama,Presencial,Diurno,Electricidad,4
EST059661,ATA01,Atacama,Presencial,Vespertino,Mecánica Automotriz,2
EST059662,ATA01,Atacama,Presencial,Diurno,Electricidad,4
EST059663,ATA01,Atacama,Presencial,Diurno,Informática,3
EST059664,ATA01,Atacama,A distancia,Diurno,Contabilidad,4
EST059665,ATA01,Atacama,Presencial,Diurno,Gastronomía,3
EST059666,ATA01,Atacama,Presencial,Diurno,Administración,3
EST059667,ATA01,Atacama,A distancia,Vespertino,Contabilidad,1
EST059668,ATA01,Atacama,Presencial,Diurno,Administración,3
EST059669,ATA01,Atacama,Presencial,Vespertino,Electricidad,1
EST059670,ATA01,Atacama,A distancia,Diurno,Marketing Digital,2
EST059671,ATA01,Atacama,A distancia,Diurno,Informática,4
EST059672,ATA01,Atacama,Presencial,Diurno,Mecánica Automotriz,4
EST059673,ATA01,Atacama,Presencial,Diurno,Enfermería,3
EST059674,ATA01,Atacama,A distancia,Diurno,Marketing Digital,4
EST059675,ATA01,Atacama,Presencial,Diurno,Gastronomía,2
EST059676,ATA01,Atacama,Presencial,Vespertino,Gastronomía,3
EST059677,ATA01,Atacama,A distancia,Diurno,Contabilidad,1
EST059678,ATA01,Atacama,A distancia,Vespertino,Gastronomía,4
EST059679,ATA01,Atacama,A distancia,Vespertino,Informática,2
EST059680,ATA01,Atacama,Presencial,Vespertino,Informática,1
EST059681,ATA01,Atacama,Presencial,Vespertino,Gastronomía,1
EST059682,ATA01,Atacama,Presencial,Vespertino,Marketing Digital,2
EST059683,ATA01,Atacama,A distancia,Diurno,Mecánica Automotriz,2
EST059684,ATA01,Atacama,A distancia,Vespertino,Administración,1
EST059685,ATA01,Atacama,Presencial,Vespertino,Gastronomía,3
EST059686,ATA01,Atacama,Presencial,Diurno,Electricidad,1
EST059687,ATA01,Atacama,Presencial,Vespertino,Mecánica Automotriz,1
EST059688,ATA01,Atacama,Presencial,Vespertino,Enfermería,4
EST059689,ATA01,Atacama,Presencial,Vespertino,Enfermería,2
EST059690,ATA01,Atacama,Presencial,Vespertino,Gastronomía,3
EST059691,ATA01,Atacama,Presencial,Vespertino,Diseño Gráfico,1
EST059692,ATA01,Atacama,Presencial,Vespertino,Contabilidad,4
EST059693,ATA01,Atacama,A distancia,Diurno,Informática,3
EST059694,ATA01,Atacama,Presencial,Vespertino,Informática,2
EST059695,ATA01,Atacama,Presencial,Diurno,Logística,3
EST059696,ATA01,Atacama,Presencial,Vespertino,Diseño Gráfico,2
EST059697,ATA01,Atacama,Presencial,Vespertino,Mecánica Automotriz,2
EST059698,ATA01,Atacama,A distancia,Vespertino,Enfermería,2
EST059699,ATA01,Atacama,Presencial,Vespertino,Diseño Gráfico,1
EST059700,ATA01,Atacama,Presencial,Diurno,Electricidad,4
EST059701,ATA01,Atacama,A distancia,Diurno,Administración,3
EST059702,ATA01,Atacama,Presencial,Vespertino,Gastronomía,2
EST059703,ATA01,Atacama,A distancia,Vespertino,Mecánica Automotriz,2
EST059704,ATA01,Atacama,Presencial,Diurno,Contabilidad,4
EST059705,ATA01,Atacama,A distancia,Diurno,Electricidad,1
EST059706,ATA01,Atacama,A distancia,Diurno,Enfermería,3
EST059707,ATA01,Atacama,Presencial,Diurno,Enfermería,2
EST059708,ATA01,Atacama,A distancia,Diurno,Administración,1
EST059709,ATA01,Atacama,Presencial,Vespertino,Informática,1
EST059710,ATA01,Atacama,Presencial,Vespertino,Logística,2
EST059711,ATA01,Atacama,Presencial,Vespertino,Contabilidad,3
EST059712,ATA01,Atacama,Presencial,Vespertino,Marketing Digital,2
EST059713,ATA01,Atacama,A distancia,Vespertino,Diseño Gráfico,2
EST059714,ATA01,Atacama,Presencial,Vespertino,Administración,1
EST059715,ATA01,Atacama,Presencial,Vespertino,Informática,2
EST059716,ATA01,Atacama,A distancia,Vespertino,Mecánica Automotriz,3
EST059717,ATA01,Atacama,Presencial,Diurno,Contabilidad,4
EST059718,ATA01,Atacama,A distancia,Diurno,Logística,4
EST059719,ATA01,Atacama,A distancia,Vespertino,Informática,1
EST059720,ATA01,Atacama,A distancia,Diurno,Gastronomía,1
EST059721,ATA01,Atacama,Presencial,Diurno,Logística,3
EST059722,ATA01,Atacama,Presencial,Diurno,Contabilidad,3
EST059723,ATA01,Atacama,Presencial,Vespertino,Gastronomía,4
EST059724,ATA01,Atacama,Presencial,Diurno,Mecánica Automotriz,3
EST059725,ATA01,Atacama,Presencial,Diurno,Marketing Digital,3
EST059726,ATA01,Atacama,A distancia,Diurno,Contabilidad,4
EST059727,ATA01,Atacama,Presencial,Vespertino,Logística,1
EST059728,ATA01,Atacama,Presencial,Diurno,Mecánica Automotriz,3
EST059729,ATA01,Atacama,Presencial,Vespertino,Logística,1
EST059730,ATA01,Atacama,Presencial,Diurno,Marketing Digital,4
EST059731,ATA01,Atacama,A distancia,Vespertino,Enfermería,3
EST059732,ATA01,Atacama,A distancia,Diurno,Enfermería,2
EST059733,ATA01,Atacama,Presencial,Diurno,Administración,1
EST059734,ATA01,Atacama,A distancia,Vespertino,Mecánica Automotriz,4
EST059735,ATA01,Atacama,Presencial,Vespertino,Marketing Digital,4
EST059736,ATA01,Atacama,Presencial,Vespertino,Gastronomía,2
EST059737,ATA01,Atacama,A distancia,Vespertino,Marketing Digital,3
EST059738,ATA01,Atacama,Presencial,Vespertino,Enfermería,3
EST059739,ATA01,Atacama,Presencial,Vespertino,Diseño Gráfico,4
EST059740,ATA01,Atacama,Presencial,Diurno,Informática,3
EST059741,ATA01,Atacama,A distancia,Vespertino,Diseño Gráfico,1
EST059742,ATA01,Atacama,A distancia,Diurno,Mecánica Automotriz,4
EST059743,ATA01,Atacama,A distancia,Diurno,Informática,1
EST059744,ATA01,Atacama,Presencial,Diurno,Mecánica Automotriz,1
EST059745,ATA01,Atacama,Presencial,Vespertino,Contabilidad,1
EST059746,ATA01,Atacama,Presencial,Diurno,Diseño Gráfico,2
EST059747,ATA01,Atacama,Presencial,Diurno,Contabilidad,3
EST059748,ATA01,Atacama,A distancia,Vespertino,Mecánica Automotriz,3
EST059749,ATA01,Atacama,Presencial,Vespertino,Informática,3
EST059750,ATA01,Atacama,Presencial,Vespertino,Mecánica Automotriz,4
EST059751,ATA01,Atacama,Presencial,Diurno,Enfermería,4
EST059752,ATA01,Atacama,Presencial,Diurno,Contabilidad,2
EST059753,ATA01,Atacama,Presencial,Vespertino,Enfermería,2
EST059754,ATA01,Atacama,A distancia,Vespertino,Mecánica Automotriz,3
EST059755,ATA01,Atacama,A distancia,Vespertino,Marketing Digital,2
EST059756,ATA01,Atacama,A distancia,Diurno,Administración,2
EST059757,ATA01,Atacama,Presencial,Vespertino,Administración,1
EST059758,ATA01,Atacama,Presencial,Diurno,Mecánica Automotriz,3
EST059759,ATA01,Atacama,Presencial,Vespertino,Contabilidad,4
EST059760,ATA01,Atacama,Presencial,Diurno,Logística,1
EST059761,ATA01,Atacama,A distancia,Diurno,Logística,2
EST059762,ATA01,Atacama,Presencial,Vespertino,Diseño Gráfico,1
EST059763,ATA01,Atacama,Presencial,Diurno,Gastronomía,1
EST059764,ATA01,Atacama,Presencial,Diurno,Diseño Gráfico,4
EST059765,ATA01,Atacama,Presencial,Diurno,Electricidad,1
EST059766,ATA01,Atacama,Presencial,Diurno,Gastronomía,3
EST059767,ATA01,Atacama,A distancia,Vespertino,Marketing Digital,3
EST059768,ATA01,Atacama,Presencial,Diurno,Contabilidad,4
EST059769,ATA01,Atacama,Presencial,Diurno,Diseño Gráfico,2
