id_viaje,fecha,origen,destino,tipo_bus,pasajeros,precio_clp,duracion_horas
VJ-07918,2024-11-25,Concepción,Santiago,Cama Premium,30,30300.0,4.9
VJ-07919,2024-11-25,Valparaíso,Concepción,Económico,30,8500.0,14.0
VJ-07920,2024-11-25,Concepción,Antofagasta,Cama,22,20500.0,5.7
VJ-07921,2024-11-26,Antofagasta,Iquique,Económico,30,11900.0,6.4
VJ-07922,2024-11-26,Puerto Montt,Iquique,Cama Premium,40,23800.0,5.3
VJ-07923,2024-11-26,Santiago,Iquique,Semi-cama,38,12500.0,4.2
VJ-07924,2024-11-26,Concepción,Valparaíso,Semi-cama,39,11400.0,6.4
VJ-07925,2024-11-26,La Serena,Puerto Montt,Económico,33,10500.0,12.3
VJ-07926,2024-11-26,Santiago,Valparaíso,Cama Premium,25,18300.0,6.8
VJ-07927,2024-11-26,Antofagasta,La Serena,Cama,38,20400.0,3.1
VJ-07928,2024-11-26,Valparaíso,Temuco,Cama Premium,31,30100.0,14.0
VJ-07929,2024-11-26,Concepción,Temuco,Cama,28,26900.0,
VJ-07930,2024-11-26,Puerto Montt,Concepción,Semi-cama,28,14300.0,4.9
VJ-07931,2024-11-26,Iquique,Santiago,Semi-cama,26,14500.0,14.0
VJ-07932,2024-11-26,Valparaíso,Temuco,Semi-cama,28,11200.0,4.0
VJ-07933,2024-11-26,Santiago,Iquique,Económico,35,7000.0,
VJ-07934,2024-11-26,Valparaíso,Antofagasta,Semi-cama,25,12300.0,9.5
VJ-07935,2024-11-26,Temuco,Santiago,Económico,41,9500.0,4.2
VJ-07936,2024-11-26,Santiago,La Serena,Económico,35,,6.5
VJ-07937,2024-11-26,Temuco,La Serena,Semi-cama,34,16900.0,7.8
VJ-07938,2024-11-26,Puerto Montt,Temuco,Semi-cama,30,14100.0,
VJ-07939,2024-11-26,Temuco,Iquique,Económico,33,,
VJ-07940,2024-11-26,Santiago,Concepción,Semi-cama,18,12300.0,5.3
VJ-07941,2024-11-26,Santiago,Concepción,Semi-cama,21,11300.0,4.2
VJ-07942,2024-11-26,Santiago,Puerto Montt,Económico,34,9800.0,5.2
VJ-07943,2024-11-26,Santiago,Iquique,Semi-cama,29,13400.0,
VJ-07944,2024-11-26,Santiago,Iquique,Cama,34,16800.0,5.3
VJ-07945,2024-11-27,Temuco,Valparaíso,Cama Premium,23,28100.0,6.3
VJ-07946,2024-11-27,Temuco,Antofagasta,Cama,43,20000.0,6.2
VJ-07947,2024-11-27,Santiago,Valparaíso,Semi-cama,34,12200.0,4.5
VJ-07948,2024-11-27,Valparaíso,Santiago,Económico,27,9300.0,14.0
VJ-07949,2024-11-27,Iquique,Santiago,Semi-cama,39,13900.0,7.4
VJ-07950,2024-11-27,Temuco,Iquique,Cama Premium,26,25800.0,3.4
VJ-07951,2024-11-27,Santiago,Antofagasta,Semi-cama,35,14600.0,6.2
VJ-07952,2024-11-27,Santiago,Iquique,Semi-cama,36,14400.0,3.9
VJ-07953,2024-11-27,Santiago,Antofagasta,Cama,32,14400.0,5.2
VJ-07954,2024-11-27,Puerto Montt,La Serena,Semi-cama,21,14700.0,3.8
VJ-07955,2024-11-27,Valparaíso,Antofagasta,Semi-cama,37,11600.0,5.6
VJ-07956,2024-11-27,La Serena,Santiago,Económico,28,6400.0,4.3
VJ-07957,2024-11-27,Temuco,Iquique,Cama Premium,19,26600.0,
VJ-07958,2024-11-27,Antofagasta,Santiago,Cama,41,17700.0,4.2
VJ-07959,2024-11-27,Santiago,Concepción,Semi-cama,36,12600.0,3.2
VJ-07960,2024-11-27,La Serena,Antofagasta,Económico,26,7300.0,5.6
VJ-07961,2024-11-27,Santiago,Antofagasta,Semi-cama,25,12400.0,6.0
VJ-07962,2024-11-27,Santiago,Iquique,Cama,42,17900.0,3.8
VJ-07963,2024-11-27,Concepción,Puerto Montt,Económico,36,8900.0,8.9
VJ-07964,2024-11-27,Puerto Montt,Valparaíso,Cama Premium,28,30800.0,10.5
VJ-07965,2024-11-27,Puerto Montt,La Serena,Económico,30,8300.0,10.5
VJ-07966,2024-11-27,Temuco,Antofagasta,Semi-cama,26,13400.0,6.5
VJ-07967,2024-11-27,Santiago,Concepción,Semi-cama,31,,4.4
VJ-07968,2024-11-27,Iquique,Santiago,Económico,23,9300.0,3.7
VJ-07969,2024-11-28,Santiago,Puerto Montt,Cama,29,21100.0,10.8
VJ-07970,2024-11-28,Santiago,Temuco,Económico,22,9800.0,13.1
VJ-07971,2024-11-28,Santiago,Antofagasta,Económico,38,7200.0,4.8
VJ-07972,2024-11-28,Iquique,La Serena,Cama Premium,32,23500.0,
VJ-07973,2024-11-28,Concepción,Temuco,Cama,31,18200.0,3.8
VJ-07974,2024-11-28,Valparaíso,Concepción,Económico,31,7500.0,14.0
VJ-07975,2024-11-28,Valparaíso,Puerto Montt,Económico,33,7300.0,5.3
VJ-07976,2024-11-28,La Serena,Concepción,Cama Premium,29,36400.0,4.5
VJ-07977,2024-11-28,Antofagasta,Concepción,Cama Premium,35,26200.0,8.3
VJ-07978,2024-11-28,Iquique,Temuco,Semi-cama,39,11300.0,6.6
VJ-07979,2024-11-28,Puerto Montt,Temuco,Semi-cama,36,13300.0,4.9
VJ-07980,2024-11-28,Puerto Montt,Concepción,Semi-cama,37,10900.0,4.8
VJ-07981,2024-11-28,Santiago,Antofagasta,Semi-cama,34,12300.0,
VJ-07982,2024-11-28,Temuco,La Serena,Semi-cama,38,12500.0,11.1
VJ-07983,2024-11-28,Santiago,Puerto Montt,Semi-cama,26,12900.0,4.5
VJ-07984,2024-11-28,Concepción,Iquique,Económico,38,8900.0,6.5
VJ-07985,2024-11-28,Santiago,Antofagasta,Cama,35,14100.0,14.0
VJ-07986,2024-11-28,Iquique,La Serena,Semi-cama,41,13300.0,7.1
VJ-07987,2024-11-28,Puerto Montt,Temuco,Semi-cama,33,13800.0,8.1
VJ-07988,2024-11-28,Valparaíso,Concepción,Cama,31,16800.0,6.3
VJ-07989,2024-11-28,Santiago,Concepción,Semi-cama,23,15500.0,
VJ-07990,2024-11-28,Santiago,Puerto Montt,Cama,40,16100.0,14.0
VJ-07991,2024-11-28,Valparaíso,Antofagasta,Cama Premium,25,26700.0,1.9
VJ-07992,2024-11-28,La Serena,Santiago,Semi-cama,32,15200.0,5.0
VJ-07993,2024-11-29,Temuco,La Serena,Económico,32,8600.0,4.4
VJ-07994,2024-11-29,La Serena,Puerto Montt,Cama,36,18900.0,5.8
VJ-07995,2024-11-29,Santiago,Valparaíso,Cama Premium,28,25700.0,8.6
VJ-07996,2024-11-29,Temuco,Valparaíso,Semi-cama,28,19300.0,3.3
VJ-07997,2024-11-29,Santiago,La Serena,Económico,25,7900.0,7.2
VJ-07998,2024-11-29,La Serena,Temuco,Cama,34,18500.0,5.7
VJ-07999,2024-11-29,Concepción,Antofagasta,Semi-cama,41,16800.0,7.2
VJ-08000,2024-11-29,Santiago,Valparaíso,Cama,29,20600.0,13.1
VJ-08001,2024-11-29,Valparaíso,Puerto Montt,Semi-cama,33,10700.0,3.7
VJ-08002,2024-11-29,Santiago,Valparaíso,Semi-cama,37,16100.0,5.8
VJ-08003,2024-11-29,Antofagasta,Puerto Montt,Cama Premium,29,24600.0,6.8
VJ-08004,2024-11-29,Santiago,Concepción,Semi-cama,30,15100.0,4.2
VJ-08005,2024-11-29,Puerto Montt,La Serena,Semi-cama,34,14800.0,
VJ-08006,2024-11-29,Antofagasta,Concepción,Cama Premium,23,30200.0,8.6
VJ-08007,2024-11-29,Iquique,Antofagasta,Cama,35,19400.0,6.0
VJ-08008,2024-11-29,La Serena,Santiago,Cama Premium,37,29300.0,11.3
VJ-08009,2024-11-29,Iquique,Puerto Montt,Semi-cama,25,16400.0,3.9
VJ-08010,2024-11-29,Concepción,Valparaíso,Semi-cama,37,16100.0,5.2
VJ-08011,2024-11-29,La Serena,Antofagasta,Económico,40,6500.0,9.0
VJ-08012,2024-11-29,Valparaíso,Antofagasta,Cama Premium,31,25900.0,2.9
VJ-08013,2024-11-29,Santiago,Puerto Montt,Cama Premium,35,27100.0,7.8
VJ-08014,2024-11-29,Puerto Montt,Valparaíso,Semi-cama,35,,13.4
VJ-08015,2024-11-29,Santiago,Iquique,Económico,35,7600.0,4.2
VJ-08016,2024-11-29,Concepción,La Serena,Económico,45,9200.0,4.0
VJ-08017,2024-11-30,Valparaíso,Temuco,Cama,39,17800.0,
VJ-08018,2024-11-30,Temuco,Antofagasta,Cama,37,22500.0,
VJ-08019,2024-11-30,Santiago,Iquique,Cama,28,21300.0,6.8
VJ-08020,2024-11-30,Santiago,Iquique,Cama,21,17200.0,13.0
VJ-08021,2024-11-30,Temuco,Concepción,Semi-cama,36,13100.0,6.8
VJ-08022,2024-11-30,Santiago,Iquique,Semi-cama,37,9500.0,7.1
VJ-08023,2024-11-30,Iquique,Puerto Montt,Semi-cama,43,11900.0,4.6
VJ-08024,2024-11-30,Iquique,Valparaíso,Cama Premium,25,25000.0,9.9
VJ-08025,2024-11-30,Concepción,Antofagasta,Económico,21,10200.0,3.2
VJ-08026,2024-11-30,Valparaíso,Concepción,Semi-cama,35,16300.0,2.4
VJ-08027,2024-11-30,Santiago,Puerto Montt,Económico,22,9700.0,4.0
VJ-08028,2024-11-30,Concepción,Antofagasta,Cama,26,,6.9
VJ-08029,2024-11-30,Valparaíso,La Serena,Cama Premium,45,26200.0,7.2
VJ-08030,2024-11-30,Concepción,Puerto Montt,Cama,38,20200.0,6.4
VJ-08031,2024-11-30,Antofagasta,Concepción,Cama,23,13400.0,6.2
VJ-08032,2024-11-30,Valparaíso,Santiago,Semi-cama,30,18800.0,7.1
VJ-08033,2024-11-30,Antofagasta,Santiago,Semi-cama,35,13500.0,6.2
VJ-08034,2024-11-30,Santiago,Valparaíso,Cama,35,16000.0,
VJ-08035,2024-11-30,Concepción,Temuco,Cama,30,16600.0,3.4
VJ-08036,2024-11-30,Santiago,Concepción,Económico,33,9300.0,5.0
VJ-08037,2024-11-30,Puerto Montt,Valparaíso,Cama Premium,32,29300.0,11.3
VJ-08038,2024-11-30,Iquique,Valparaíso,Económico,24,10000.0,7.5
VJ-08039,2024-11-30,Temuco,Santiago,Semi-cama,44,11800.0,13.2
VJ-08040,2024-11-30,Temuco,Concepción,Cama,29,14000.0,4.1
VJ-08041,2024-12-01,Concepción,Santiago,Semi-cama,34,12600.0,9.9
VJ-08042,2024-12-01,Concepción,Iquique,Cama,44,18100.0,4.2
VJ-08043,2024-12-01,Santiago,Puerto Montt,Cama Premium,30,29900.0,10.7
VJ-08044,2024-12-01,Valparaíso,Temuco,Económico,34,8700.0,6.6
VJ-08045,2024-12-01,La Serena,Concepción,Cama,29,21200.0,6.6
VJ-08046,2024-12-01,Antofagasta,Valparaíso,Cama Premium,31,25300.0,14.0
VJ-08047,2024-12-01,Concepción,Antofagasta,Cama,35,18400.0,3.9
VJ-08048,2024-12-01,Temuco,Valparaíso,Económico,27,7600.0,3.7
VJ-08049,2024-12-01,La Serena,Temuco,Económico,34,7000.0,7.1
VJ-08050,2024-12-01,Santiago,Valparaíso,Cama,31,15000.0,14.0
VJ-08051,2024-12-01,Iquique,Santiago,Cama,30,,6.3
VJ-08052,2024-12-01,Concepción,La Serena,Cama,30,15600.0,4.1
VJ-08053,2024-12-01,Temuco,Valparaíso,Cama,33,16000.0,7.4
VJ-08054,2024-12-01,La Serena,Santiago,Cama,39,24700.0,7.5
VJ-08055,2024-12-01,La Serena,Puerto Montt,Económico,30,9000.0,9.0
VJ-08056,2024-12-01,La Serena,Antofagasta,Económico,39,11000.0,14.0
VJ-08057,2024-12-01,Temuco,Valparaíso,Semi-cama,31,11400.0,
VJ-08058,2024-12-01,Santiago,Puerto Montt,Semi-cama,33,14200.0,5.2
VJ-08059,2024-12-01,Santiago,Valparaíso,Económico,31,10400.0,5.6
VJ-08060,2024-12-01,La Serena,Concepción,Semi-cama,31,10100.0,5.2
VJ-08061,2024-12-01,Concepción,Antofagasta,Económico,33,7700.0,
VJ-08062,2024-12-01,Santiago,Valparaíso,Semi-cama,37,13000.0,7.5
VJ-08063,2024-12-01,Antofagasta,Puerto Montt,Semi-cama,23,16000.0,2.3
VJ-08064,2024-12-01,Valparaíso,Antofagasta,Semi-cama,37,12300.0,6.9
VJ-08065,2024-12-02,Santiago,Temuco,Cama,24,27100.0,9.2
VJ-08066,2024-12-02,Temuco,Puerto Montt,Cama,35,,13.7
VJ-08067,2024-12-02,Santiago,Iquique,Semi-cama,36,14700.0,
VJ-08068,2024-12-02,Puerto Montt,Santiago,Semi-cama,21,12400.0,3.6
VJ-08069,2024-12-02,Concepción,Antofagasta,Semi-cama,25,14000.0,9.1
VJ-08070,2024-12-02,Antofagasta,Iquique,Cama Premium,44,26400.0,4.6
VJ-08071,2024-12-02,Santiago,Concepción,Semi-cama,36,13500.0,3.2
VJ-08072,2024-12-02,Santiago,Temuco,Cama,35,21800.0,4.2
VJ-08073,2024-12-02,Temuco,Valparaíso,Económico,28,8300.0,7.6
VJ-08074,2024-12-02,Santiago,Temuco,Semi-cama,32,13000.0,4.1
VJ-08075,2024-12-02,Concepción,Iquique,Económico,31,7300.0,5.1
VJ-08076,2024-12-02,Temuco,Antofagasta,Cama,25,18900.0,2.5
VJ-08077,2024-12-02,Temuco,Puerto Montt,Semi-cama,29,13400.0,6.9
VJ-08078,2024-12-02,Antofagasta,Puerto Montt,Semi-cama,33,11900.0,10.8
VJ-08079,2024-12-02,Santiago,Antofagasta,Cama Premium,22,20300.0,5.3
VJ-08080,2024-12-02,Valparaíso,Puerto Montt,Cama Premium,38,22300.0,7.0
VJ-08081,2024-12-02,La Serena,Concepción,Cama,33,18900.0,3.0
VJ-08082,2024-12-02,La Serena,Valparaíso,Cama Premium,29,28900.0,8.0
VJ-08083,2024-12-02,Valparaíso,Antofagasta,Cama,39,15500.0,2.5
VJ-08084,2024-12-02,Valparaíso,Antofagasta,Económico,36,7400.0,7.8
VJ-08085,2024-12-02,Santiago,Concepción,Cama,30,21700.0,9.6
VJ-08086,2024-12-02,Valparaíso,Santiago,Económico,24,10300.0,14.0
VJ-08087,2024-12-02,Concepción,Valparaíso,Cama Premium,33,24200.0,5.9
VJ-08088,2024-12-02,Santiago,Antofagasta,Semi-cama,24,14400.0,7.3
VJ-08089,2024-12-03,Santiago,Temuco,Semi-cama,22,15400.0,14.0
VJ-08090,2024-12-03,Temuco,Valparaíso,Semi-cama,29,14000.0,8.5
VJ-08091,2024-12-03,Santiago,Valparaíso,Semi-cama,27,13200.0,7.7
VJ-08092,2024-12-03,Iquique,Antofagasta,Económico,29,9300.0,7.6
VJ-08093,2024-12-03,La Serena,Antofagasta,Semi-cama,32,15300.0,7.6
VJ-08094,2024-12-03,Concepción,Puerto Montt,Cama,31,22300.0,7.2
VJ-08095,2024-12-03,Santiago,Temuco,Económico,25,9400.0,10.0
VJ-08096,2024-12-03,La Serena,Temuco,Cama,31,19800.0,3.7
VJ-08097,2024-12-03,La Serena,Antofagasta,Económico,31,7300.0,3.6
VJ-08098,2024-12-03,Valparaíso,Santiago,Económico,37,8700.0,4.3
VJ-08099,2024-12-03,Valparaíso,Antofagasta,Semi-cama,29,11000.0,11.1
VJ-08100,2024-12-03,Santiago,Iquique,Cama,45,22600.0,10.7
VJ-08101,2024-12-03,Concepción,Valparaíso,Cama Premium,30,25800.0,5.7
VJ-08102,2024-12-03,Concepción,La Serena,Cama,36,21100.0,9.8
VJ-08103,2024-12-03,Santiago,Puerto Montt,Semi-cama,25,,6.9
VJ-08104,2024-12-03,Temuco,Puerto Montt,Semi-cama,29,16600.0,14.0
VJ-08105,2024-12-03,Puerto Montt,Temuco,Semi-cama,23,13600.0,5.0
VJ-08106,2024-12-03,Santiago,Concepción,Económico,30,10200.0,4.6
VJ-08107,2024-12-03,Temuco,Concepción,Cama,35,18600.0,6.2
VJ-08108,2024-12-03,La Serena,Iquique,Económico,45,8900.0,8.3
VJ-08109,2024-12-03,Santiago,Concepción,Económico,38,9000.0,6.2
VJ-08110,2024-12-03,Valparaíso,La Serena,Cama,20,23200.0,5.0
VJ-08111,2024-12-03,Antofagasta,Concepción,Económico,38,7100.0,4.6
VJ-08112,2024-12-03,Valparaíso,Concepción,Semi-cama,30,10000.0,5.9
VJ-08113,2024-12-04,Puerto Montt,Iquique,Económico,32,8400.0,3.1
VJ-08114,2024-12-04,Temuco,Valparaíso,Semi-cama,38,12800.0,
VJ-08115,2024-12-04,Valparaíso,Concepción,Cama Premium,36,24600.0,2.9
VJ-08116,2024-12-04,La Serena,Valparaíso,Semi-cama,26,14400.0,6.5
VJ-08117,2024-12-04,Temuco,Iquique,Cama,32,19800.0,5.8
VJ-08118,2024-12-04,Temuco,Valparaíso,Cama Premium,36,30000.0,3.6
VJ-08119,2024-12-04,Santiago,Iquique,Semi-cama,31,13200.0,3.9
VJ-08120,2024-12-04,Valparaíso,La Serena,Económico,27,9500.0,6.3
VJ-08121,2024-12-04,Iquique,Santiago,Semi-cama,35,17500.0,6.3
VJ-08122,2024-12-04,Santiago,Iquique,Económico,35,8300.0,9.1
VJ-08123,2024-12-04,Antofagasta,Valparaíso,Económico,33,9700.0,6.0
VJ-08124,2024-12-04,Santiago,Temuco,Cama,37,18200.0,4.2
VJ-08125,2024-12-04,Santiago,Iquique,Cama,22,21200.0,14.0
VJ-08126,2024-12-04,Antofagasta,Concepción,Semi-cama,34,13800.0,7.6
VJ-08127,2024-12-04,Santiago,La Serena,Cama,33,17100.0,6.3
VJ-08128,2024-12-04,Santiago,Antofagasta,Semi-cama,24,16500.0,4.2
VJ-08129,2024-12-04,Valparaíso,Santiago,Cama Premium,38,29300.0,8.1
VJ-08130,2024-12-04,Concepción,Puerto Montt,Económico,38,6300.0,4.4
VJ-08131,2024-12-04,Iquique,Puerto Montt,Semi-cama,40,13300.0,
VJ-08132,2024-12-04,Valparaíso,Puerto Montt,Cama,33,14600.0,
VJ-08133,2024-12-04,Temuco,Valparaíso,Cama Premium,28,,8.1
VJ-08134,2024-12-04,Santiago,Concepción,Cama,30,16000.0,3.4
VJ-08135,2024-12-04,Temuco,Puerto Montt,Semi-cama,34,15900.0,3.8
VJ-08136,2024-12-04,Valparaíso,Temuco,Cama,25,19900.0,7.0
VJ-08137,2024-12-05,Concepción,Antofagasta,Semi-cama,32,15500.0,5.8
VJ-08138,2024-12-05,Valparaíso,Concepción,Semi-cama,25,12000.0,12.2
VJ-08139,2024-12-05,Concepción,Puerto Montt,Semi-cama,37,15600.0,10.2
VJ-08140,2024-12-05,La Serena,Puerto Montt,Cama Premium,26,25200.0,14.0
VJ-08141,2024-12-05,Concepción,Valparaíso,Cama Premium,36,21900.0,3.1
VJ-08142,2024-12-05,Antofagasta,Puerto Montt,Cama Premium,34,25700.0,9.3
VJ-08143,2024-12-05,Santiago,Concepción,Económico,37,6700.0,7.6
VJ-08144,2024-12-05,Temuco,Santiago,Semi-cama,39,18900.0,3.5
VJ-08145,2024-12-05,Concepción,La Serena,Económico,31,,10.5
VJ-08146,2024-12-05,Santiago,Iquique,Cama,28,18800.0,4.5
VJ-08147,2024-12-05,Concepción,Temuco,Cama,22,23300.0,6.4
VJ-08148,2024-12-05,La Serena,Concepción,Cama,35,14300.0,6.0
VJ-08149,2024-12-05,Iquique,Puerto Montt,Cama,22,15000.0,1.6
VJ-08150,2024-12-05,La Serena,Puerto Montt,Semi-cama,30,10400.0,2.7
VJ-08151,2024-12-05,Santiago,Valparaíso,Cama,34,17100.0,11.6
VJ-08152,2024-12-05,Concepción,Santiago,Cama,33,20500.0,11.9
VJ-08153,2024-12-05,Concepción,Temuco,Semi-cama,36,12500.0,2.5
VJ-08154,2024-12-05,Santiago,Antofagasta,Cama,38,18400.0,6.7
VJ-08155,2024-12-05,Puerto Montt,Santiago,Semi-cama,34,15900.0,5.7
VJ-08156,2024-12-05,Santiago,Iquique,Semi-cama,26,17300.0,14.0
VJ-08157,2024-12-05,Antofagasta,Santiago,Cama,34,16800.0,4.7
VJ-08158,2024-12-05,Santiago,Antofagasta,Semi-cama,32,14700.0,6.0
VJ-08159,2024-12-05,Santiago,Temuco,Cama,21,20700.0,
VJ-08160,2024-12-05,Santiago,Valparaíso,Semi-cama,20,15900.0,4.0
VJ-08161,2024-12-06,Iquique,La Serena,Cama,41,18500.0,5.0
VJ-08162,2024-12-06,Santiago,Puerto Montt,Semi-cama,31,15200.0,4.9
VJ-08163,2024-12-06,Concepción,Temuco,Económico,33,6900.0,5.8
VJ-08164,2024-12-06,Temuco,Iquique,Económico,33,8700.0,8.3
VJ-08165,2024-12-06,Santiago,Concepción,Semi-cama,28,18200.0,4.3
VJ-08166,2024-12-06,Antofagasta,Valparaíso,Económico,31,7700.0,5.8
VJ-08167,2024-12-06,La Serena,Concepción,Económico,30,7800.0,6.1
VJ-08168,2024-12-06,Concepción,Santiago,Semi-cama,32,12500.0,8.2
VJ-08169,2024-12-06,Puerto Montt,Valparaíso,Cama,29,26600.0,14.0
VJ-08170,2024-12-06,Temuco,Valparaíso,Económico,31,7400.0,4.1
VJ-08171,2024-12-06,Santiago,Iquique,Económico,31,7800.0,6.7
VJ-08172,2024-12-06,Valparaíso,Iquique,Semi-cama,35,15900.0,6.6
VJ-08173,2024-12-06,Valparaíso,La Serena,Económico,43,6700.0,6.6
VJ-08174,2024-12-06,La Serena,Iquique,Cama,29,18500.0,4.1
VJ-08175,2024-12-06,Santiago,Puerto Montt,Económico,33,7300.0,7.0
VJ-08176,2024-12-06,Santiago,Antofagasta,Económico,26,11900.0,3.6
VJ-08177,2024-12-06,Valparaíso,Puerto Montt,Económico,42,9100.0,11.4
VJ-08178,2024-12-06,La Serena,Santiago,Económico,33,8700.0,7.0
VJ-08179,2024-12-06,Santiago,La Serena,Económico,23,9400.0,3.4
VJ-08180,2024-12-06,Valparaíso,Antofagasta,Económico,41,10900.0,5.5
VJ-08181,2024-12-06,Santiago,Valparaíso,Cama Premium,30,25000.0,10.9
VJ-08182,2024-12-06,Valparaíso,Temuco,Económico,37,9100.0,
VJ-08183,2024-12-06,La Serena,Valparaíso,Cama Premium,29,24700.0,1.9
VJ-08184,2024-12-06,Temuco,La Serena,Económico,33,9000.0,6.7
VJ-08185,2024-12-07,Concepción,Puerto Montt,Económico,43,9500.0,7.3
VJ-08186,2024-12-07,La Serena,Temuco,Económico,36,8900.0,7.1
VJ-08187,2024-12-07,Antofagasta,La Serena,Cama Premium,39,31100.0,5.1
VJ-08188,2024-12-07,La Serena,Puerto Montt,Cama,34,16100.0,4.4
VJ-08189,2024-12-07,La Serena,Antofagasta,Cama,34,16600.0,2.8
VJ-08190,2024-12-07,Concepción,Valparaíso,Cama Premium,34,27100.0,7.0
VJ-08191,2024-12-07,Temuco,Valparaíso,Económico,40,9500.0,9.1
VJ-08192,2024-12-07,La Serena,Valparaíso,Semi-cama,29,12500.0,4.8
VJ-08193,2024-12-07,Concepción,La Serena,Cama,29,19700.0,14.0
VJ-08194,2024-12-07,Concepción,Iquique,Semi-cama,22,13300.0,11.6
VJ-08195,2024-12-07,Santiago,La Serena,Semi-cama,31,13100.0,9.4
VJ-08196,2024-12-07,Antofagasta,Iquique,Cama,33,18600.0,4.8
VJ-08197,2024-12-07,Antofagasta,Iquique,Semi-cama,31,12200.0,10.3
VJ-08198,2024-12-07,Antofagasta,Iquique,Económico,36,10000.0,2.9
VJ-08199,2024-12-07,Iquique,Temuco,Semi-cama,40,13900.0,5.2
VJ-08200,2024-12-07,Concepción,Puerto Montt,Económico,39,7200.0,
VJ-08201,2024-12-07,Santiago,Antofagasta,Semi-cama,26,15400.0,6.1
VJ-08202,2024-12-07,Valparaíso,La Serena,Semi-cama,32,13500.0,9.5
VJ-08203,2024-12-07,Concepción,Temuco,Cama,43,20600.0,5.6
VJ-08204,2024-12-07,Puerto Montt,La Serena,Económico,33,6500.0,9.8
VJ-08205,2024-12-07,Concepción,Puerto Montt,Cama,36,23400.0,12.5
VJ-08206,2024-12-07,Puerto Montt,Iquique,Semi-cama,32,14900.0,4.2
VJ-08207,2024-12-07,Temuco,La Serena,Cama Premium,37,29700.0,4.3
VJ-08208,2024-12-07,La Serena,Valparaíso,Cama,35,19500.0,4.9
VJ-08209,2024-12-08,Concepción,Antofagasta,Económico,29,9000.0,3.1
VJ-08210,2024-12-08,Concepción,Santiago,Cama,38,17700.0,4.5
VJ-08211,2024-12-08,Iquique,Puerto Montt,Semi-cama,43,13500.0,6.5
VJ-08212,2024-12-08,Concepción,Antofagasta,Semi-cama,27,13900.0,5.4
VJ-08213,2024-12-08,Valparaíso,Santiago,Cama,32,20100.0,5.5
VJ-08214,2024-12-08,Antofagasta,Valparaíso,Semi-cama,28,17000.0,6.8
VJ-08215,2024-12-08,Santiago,Temuco,Cama Premium,30,27900.0,2.6
VJ-08216,2024-12-08,Valparaíso,Concepción,Económico,34,8400.0,5.3
VJ-08217,2024-12-08,Valparaíso,Puerto Montt,Semi-cama,29,14200.0,9.9
VJ-08218,2024-12-08,Valparaíso,Puerto Montt,Económico,35,9800.0,
VJ-08219,2024-12-08,Valparaíso,Temuco,Económico,35,9700.0,3.3
VJ-08220,2024-12-08,La Serena,Valparaíso,Cama Premium,29,31100.0,
VJ-08221,2024-12-08,Santiago,Valparaíso,Económico,33,10700.0,5.2
VJ-08222,2024-12-08,Santiago,Iquique,Económico,24,6600.0,3.0
VJ-08223,2024-12-08,Valparaíso,La Serena,Cama,27,16400.0,
VJ-08224,2024-12-08,Iquique,Antofagasta,Cama,32,23400.0,5.1
VJ-08225,2024-12-08,Santiago,Valparaíso,Cama,39,23700.0,7.2
VJ-08226,2024-12-08,Santiago,Antofagasta,Semi-cama,36,13500.0,4.1
VJ-08227,2024-12-08,Puerto Montt,Valparaíso,Cama,31,20100.0,5.3
VJ-08228,2024-12-08,Santiago,Temuco,Semi-cama,29,12300.0,9.9
VJ-08229,2024-12-08,Iquique,Santiago,Semi-cama,42,13300.0,5.5
VJ-08230,2024-12-08,Santiago,Temuco,Cama,32,19900.0,9.7
VJ-08231,2024-12-08,Santiago,Antofagasta,Semi-cama,28,13900.0,8.1
VJ-08232,2024-12-08,Concepción,Temuco,Semi-cama,38,11800.0,3.7
VJ-08233,2024-12-09,Antofagasta,Puerto Montt,Semi-cama,40,15700.0,4.8
VJ-08234,2024-12-09,Antofagasta,Concepción,Semi-cama,39,12600.0,10.1
VJ-08235,2024-12-09,Santiago,Puerto Montt,Cama Premium,32,28300.0,5.6
VJ-08236,2024-12-09,Concepción,Valparaíso,Semi-cama,33,15300.0,8.0
VJ-08237,2024-12-09,Temuco,Puerto Montt,Semi-cama,37,14900.0,5.9
VJ-08238,2024-12-09,La Serena,Iquique,Semi-cama,26,15700.0,8.6
VJ-08239,2024-12-09,Concepción,Temuco,Cama Premium,35,31200.0,3.6
VJ-08240,2024-12-09,Santiago,Iquique,Económico,36,7500.0,5.6
VJ-08241,2024-12-09,Santiago,Temuco,Semi-cama,35,14000.0,11.2
VJ-08242,2024-12-09,Santiago,Concepción,Semi-cama,25,10400.0,10.7
VJ-08243,2024-12-09,Santiago,Valparaíso,Económico,36,8900.0,5.2
VJ-08244,2024-12-09,La Serena,Santiago,Cama,35,20800.0,2.1
VJ-08245,2024-12-09,Concepción,Temuco,Semi-cama,22,13600.0,2.7
VJ-08246,2024-12-09,La Serena,Concepción,Semi-cama,32,13200.0,
VJ-08247,2024-12-09,Santiago,Temuco,Económico,33,10800.0,
VJ-08248,2024-12-09,Santiago,Valparaíso,Económico,31,7200.0,4.9
VJ-08249,2024-12-09,Temuco,La Serena,Semi-cama,39,11900.0,3.5
VJ-08250,2024-12-09,Santiago,Valparaíso,Económico,23,7000.0,10.4
VJ-08251,2024-12-09,Valparaíso,Antofagasta,Económico,31,6800.0,4.8
